date,zone,ndvi,ndvi_seasonal_dev,fire_count,anomaly_score,risk_score,risk_level
2021-12-27,western_ghats,0.7267066701331355,0.3345044857208589,125,-0.675933356066019,21.7,LOW
2022-01-03,western_ghats,0.34534961646321766,0.05037737441317108,125,-0.5558420281486117,30.7,MODERATE
2022-01-17,western_ghats,0.3992730993995097,0.10430085734946315,125,-0.4923050153867491,24.5,LOW
2022-01-31,western_ghats,0.21543448401989304,-0.07953775803015353,125,-0.501820703150111,49.0,MODERATE
2022-02-21,western_ghats,0.21949901518098094,-0.1282852788605793,125,-0.4661492409884611,53.5,HIGH
2022-03-07,western_ghats,0.27632293121573204,-0.0056170227291442165,125,-0.4575679610740495,34.0,MODERATE
2022-03-14,western_ghats,0.34241986200963503,0.06047990806475878,125,-0.45102720181110195,27.8,MODERATE
2022-03-28,western_ghats,0.26387489260310737,-0.018065061341768884,125,-0.4148629953071546,35.2,MODERATE
2022-04-04,western_ghats,0.33991228120264244,0.07634358756942139,125,-0.42547476884573726,27.2,MODERATE
2022-04-18,western_ghats,0.18497162015220714,-0.07859707348101391,125,-0.45570631996769856,49.8,MODERATE
2022-04-25,western_ghats,0.30648258893313485,0.042913895299913796,125,-0.4218385525192899,29.8,MODERATE
2022-05-23,western_ghats,0.19601404877497236,-0.1403622751786741,125,-0.47238816982424486,57.0,HIGH
2022-10-24,western_ghats,0.40073793961981113,0.07617224365632719,125,-0.5088792113348094,24.9,LOW
2022-11-07,western_ghats,0.2756055210889271,0.02924146309123099,125,-0.48079243151861334,34.0,MODERATE
2022-12-26,western_ghats,0.2514054406591866,-0.14079674375309004,125,-0.4862730154024659,53.0,HIGH
2023-01-02,western_ghats,0.2450913806895098,-0.049880861360536766,125,-0.4157257443000613,40.5,MODERATE
2023-01-09,western_ghats,0.28446677321020747,-0.010505468839839105,125,-0.40338355261289466,32.3,MODERATE
2023-01-16,western_ghats,0.2603725886637587,-0.0345996533862879,125,-0.4009734269119672,37.0,MODERATE
2023-01-23,western_ghats,0.27975032139350847,-0.015221920656538102,125,-0.40443157160643045,33.2,MODERATE
2023-01-30,western_ghats,0.3748550736555724,0.07988283160552584,125,-0.46717463016449556,25.7,MODERATE
2023-02-06,western_ghats,0.2241006248918821,-0.12368366914967815,125,-0.4376630444831656,51.7,HIGH
2023-02-27,western_ghats,0.228723928080467,-0.11906036596109326,125,-0.4135546992421106,50.1,HIGH
2023-03-06,western_ghats,0.20467289936433292,-0.07726705458054334,125,-0.41070564258935743,46.9,MODERATE
2023-03-13,western_ghats,0.3019036595650692,0.01996370562019295,125,-0.39336100206426067,29.3,MODERATE
2023-03-27,western_ghats,0.20436945874512707,-0.07757049519974918,125,-0.41236226626943034,47.0,MODERATE
2023-04-03,western_ghats,0.2913202162335048,0.02775152260028374,125,-0.39710653461107887,30.3,MODERATE
2023-04-10,western_ghats,0.16822753941915694,-0.09534115421406411,125,-0.4649312725923023,52.1,HIGH
2023-04-17,western_ghats,0.2983787434012421,0.034810049768021045,125,-0.4281936554720248,30.6,MODERATE
2023-04-24,western_ghats,0.15397420564267789,-0.10959448799054317,125,-0.4814070929466977,54.3,HIGH
2023-05-15,western_ghats,0.3515789451736713,0.015202621220024803,125,-0.459978497139245,27.3,MODERATE
2023-05-22,western_ghats,0.32139033589322896,-0.01498598806041751,125,-0.42503379957448495,30.5,MODERATE
2023-10-02,western_ghats,0.2821028028745949,-0.042462893088889064,125,-0.4416524205933316,37.4,MODERATE
2023-10-16,western_ghats,0.2354424012808272,-0.08912329468265676,125,-0.4538706547845675,47.1,MODERATE
2023-10-23,western_ghats,0.37997964007870255,0.055413944115218605,125,-0.482309143932092,25.7,MODERATE
2023-11-13,western_ghats,0.21712259490646513,-0.02924146309123099,125,-0.4897084489850798,42.5,MODERATE
2023-12-11,western_ghats,0.23499616654949743,-0.15720601786277918,125,-0.4950050875683956,56.6,HIGH
2023-12-25,western_ghats,0.29647107009722395,-0.09573111431505266,125,-0.4697098576019656,43.5,MODERATE
2024-01-15,western_ghats,0.1794795822931405,-0.11549265975690606,125,-0.4485062719035909,54.0,HIGH
